key,displayName,category,region,region_name,type,cargo_needed,experience,money,descriptionText,Source
US_11_02_RAIL_REPAIR_CONTRACT,Disrupted Supplies,_CONTRACTS,US_11,Scandinavia,cargoDelivery,1× Railway; 1× Railway,840,7300,"There has been an unfortunate railroad accident, and this area has been struggling with logistics issues ever since. Two damaged rail pieces require replacement. Please deliver and install them where they're needed.",CONTRACTS
US_11_02_WATER_CAMP_CONTRACT,Severe Dehydration,_CONTRACTS,US_11,Scandinavia,cargoDelivery,450× Water; 250× Water,1000,6000,"We replenish our water supply once every few weeks. The weather has been rough lately, and you're the only delivery driver we can trust. We're sure you'll live up to our expectations.",CONTRACTS
US_11_02_CAMP_CONTRACT,Winter's Hasty Retreat,_CONTRACTS,US_11,Scandinavia,cargoDelivery,2× Logs Short,410,4450,"Winter may be over, but the nights are still freezing! We need some firewood to keep the cabins warm. Could you help us deliver it?",CONTRACTS
US_11_02_RESEARCH_CONTRACT,A Cliffside Road,_CONTRACTS,US_11,Scandinavia,exploration,,150,2500,"We need to check out the northern mountain trail. It's a difficult and dangerous route, so you're the only one who can handle the job. Of course, you'll be compensated accordingly.",CONTRACTS
US_11_02_SEARCH_TASK,A Lost Car,_TASKS,US_11,Scandinavia,truckDelivery,,650,8000,Some tourists lost control of the car last night and left it on the tourist trail. We know the approximate location of the car. You just need to drive around and find it.,TASKS
US_11_02_ACCIDENT_TASK,A Traffic Accident,_TASKS,US_11,Scandinavia,truckDelivery,,340,3300,"A white fox darted across the road in front of me, and I lost control of my car! I'm just glad the poor critter is safe, and repairing the car won't be a problem. Please help me recover it first.",TASKS
US_11_02_NEO_FALCON_TASK,A Rare Vehicle,_TASKS,US_11,Scandinavia,truckDelivery,,210,1800,"Well, if it isn't our friend! See that car over there in the swamp? She's been stuck there forever. Many people tried and failed to salvage her, and if you manage to get her out, she's sure to serve you well.",TASKS
US_11_02_LOST_CARGO_TASK,The Element Of Water,_TASKS,US_11,Scandinavia,cargoDelivery,4× Service Spare Parts,480,4350,"It's a mighty river, all right! I was unlucky enough to face its current while transporting the shipment. Please help me recover the lost cargo! I promise to make it up to you.",TASKS
US_11_02_WOODEN_BRIDGE_TASK,The Wooden Bridge,_TASKS,US_11,Scandinavia,cargoDelivery,1× Logs Long; 2× Wooden Planks,620,3850,"This wooden bridge once served as passage for mountain climbers looking for the most challenging trails, eventually collapsed due to old age. Just deliver some wood, and the bridge will be as good as new.",TASKS
US_11_02_BRIDGE_TASK,Southern Bridge,_TASKS,US_11,Scandinavia,cargoDelivery,2× Bags; 2× Metal Planks,500,3850,"The bridge collapsed, failing the test of time. It requires urgent repairs, so we'll need construction materials delivered. Please help us so traffic can resume in this area.",TASKS
US_11_02_REPAIR_TASK,Repair The Repair Station,_TASKS,US_11,Scandinavia,cargoDelivery,4× Vehicles Spare Parts,330,3150,"As ironic as it is, the repair station needs to be repaired. Bring us the construction materials so we can get back to work.",TASKS
US_11_02_VISIT_TASK,Lake Paradise,_TASKS,US_11,Scandinavia,exploration,,250,4200,"Aside from being the ultimate relaxation spots, lakes also serve as natural fresh water reservoirs. That's why we're doing our best to combat water contamination. We have our work cut out for us, so we're going to need some samples for analysis.",TASKS
US_11_02_SEISMO_TASK,Thor's Thunder,_TASKS,US_11,Scandinavia,exploration,,250,1500,"The mine in the northern part of the region is long since abandoned, but we just got our hands on fresh water samples with a curious anomaly. You can expect good pay for scanning the rocks around the mine.",TASKS
US_11_02_DELIVERY,Speedy Delivery,_CONTESTS,US_11,Scandinavia,cargoDelivery,1× Gold,150,750,"Right, so we're really short-handed and there's this gold bullion due for delivery yesterday. Will you please deliver it as fast as you can?",CONTESTS
US_11_02_DESCENT_CONTEST,Challenging Descent,_CONTESTS,US_11,Scandinavia,exploration,,75,250,"Hiya, friend! This is urgent. We were planning to film a ski resort ad, but our driver is out sick. Can you drive around real quick and get some footage of these gorgeous local views?",CONTESTS
US_12_01_POWER_LINES_CONTRACT_01,Power Lines 1,_CONTRACTS,US_12,North Carolina,truckDelivery,,600,7250,"We've got the transformer yard and the main power grid, but certain lines still need some work. First things first, let's get this factory connected to the grid.",CONTRACTS
US_12_01_WEATHER_STATION_CONTRACT_01,Solar Power,_CONTRACTS,US_12,North Carolina,cargoDelivery,2× Solar Panel; 1× Solar Panel; 1× Metal Planks; 1× Solar Panel; 1× Metal Planks,1460,16000,"Splitting uranium atoms isn't the only way to power things—solar power is good for that too! We've been ask to deliver some solar panels to a bunch of weather towers. It's the 21st century. Who needs batteries, right?",CONTRACTS
US_12_01_RESTORATION_CROSSINGS_CONTRACT_01,Eastbound Ferry,_CONTRACTS,US_12,North Carolina,cargoDelivery,2× Concrete Slab,650,5050,"We used to have a ferry running between the two towns, but with the docks closed down for repairs, logistics have been disrupted. The sooner we fix those docks up, the sooner you'll have an easier way to cross over.",CONTRACTS
US_12_01_WOODEN_BRIDGE_TASK_01,Logical Solution 1,_TASKS,US_12,North Carolina,cargoDelivery,3× Wooden Planks Medium,400,5050,"The part of the road leading to the weather tower up north is really rough. We'd like to build a bridge there for the sake of convenience—get us some wood, and we'll do the job.",TASKS
US_12_01_VALUE_TASK_01,Rubble Trouble 1,_TASKS,US_12,North Carolina,cargoDelivery,1× Metal Planks,290,2350,"The earthquakes in the area have left us a couple of nasty surprises on the road. Let's clear the rubble from the direct route to the factory, okay?",TASKS
US_12_01_WEATHER_STATION_CONTRACT_02,Weather Crisis,_CONTRACTS,US_12,North Carolina,cargoDelivery,3× Service Spare Parts; 3× Service Spare Parts,800,8550,"As luck would have it, two of the weather towers are now down for the count. We need to get them the supplies they need for repairs right away. Looks like the guys have found something really exciting there!",CONTRACTS
US_12_01_RESTORATION_CROSSINGS_CONTRACT_02,Westbound Ferry,_CONTRACTS,US_12,North Carolina,cargoDelivery,4× Container Small,770,7000,"Same story here—the docks are undergoing maintenance, but I can see a boat on the other side. We should give her the opportunity to dock here too, don't you think?",CONTRACTS
US_12_01_POWER_LINES_CONTRACT_02,Power Lines 2,_CONTRACTS,US_12,North Carolina,cargoDelivery,2× Metal Planks,560,5200,"Next up, there's an electric transmission line we need to finish. As you can see, they're all spic-and-span here, so be careful when you deliver the metal beams, okay?",CONTRACTS
US_12_01_WOODEN_BRIDGE_TASK_02,Logical Solution 2,_TASKS,US_12,North Carolina,cargoDelivery,3× Wooden Planks Medium,410,5200,"We've got a logistics issue with the eastern weather tower, too. The solution is the same here—we need to build a wooden bridge!",TASKS
US_12_01_VALUE_TASK_02,Rubble Trouble 2,_TASKS,US_12,North Carolina,cargoDelivery,1× Metal Planks,290,2350,We've got another road blocked by a landslide. The usual method should work here—just deliver the supplies and leave the rest to us.,TASKS
US_12_01_POWER_LINES_CONTRACT_03,Power Lines 3,_CONTRACTS,US_12,North Carolina,truckDelivery,1× Metal Planks,800,8000,"Just one more ETL to go. We still need metal beams, and I hope you didn't park our trailer too far away...",CONTRACTS
US_12_01_TRANSFORMER_CONTRACT,Power Grid,_CONTRACTS,US_12,North Carolina,truckDelivery,3× Metal Planks; 4× Barrels; 3× Metal Planks,2960,27800,"Now that the power plant is done, it's time to get the buildings in the area some juice. We should start by finishing the transformer substation. It's basically done—we're just missing materials for a couple of units.",CONTRACTS
US_12_01_BIG_BRIDGE_CONTRACT,Bridging the Gap,_CONTRACTS,US_12,North Carolina,truckDelivery,3× Metal Planks; 4× Bags,1650,13550,We've got an emergency! Part of a bridge has broken down—we need to repair it ASAP! Some of the researchers are now stuck on that island—their only way out is swimming.,CONTRACTS
US_12_01_SPECIAL_BRIDGE_CONTRACT,Jumbo Bridge,_CONTRACTS,US_12,North Carolina,truckDelivery,4× Barrels,1120,12350,"This hunk of junk broke on us. Can you believe it? We've got dozens of deliveries waiting at the port, and the easiest way to cross that wall of water just bit the dust! We need it fixed, stat.",CONTRACTS
US_12_01_SCIENTIFIC_MACHINE_CONTRACT,Vice-Like Grip,_CONTRACTS,US_12,North Carolina,truckDelivery,1× Metal Planks,950,10000,We were driving around taking soil samples when a landslide suddenly wiped out one of the roads. We had to ditch the vehicle and run for our lives. The poor thing is still stuck there. Can you help us get it out?,CONTRACTS
US_12_01_LOG_FOR_STORAGE_CONTRACT,Filling Space,_CONTRACTS,US_12,North Carolina,cargoDelivery,4× Logs Medium,1400,16500,"We had to cut down some trees to clear the plot of land for the substation. Some of the logs went to the sawmill, but not all of them. We need to get the rest of them to the town warehouse for further processing.",CONTRACTS
US_12_01_TELESCOPE_CONTRACT,It's All Connected 1,_CONTRACTS,US_12,North Carolina,cargoDelivery,3× Metal Roll; 4× Crate Large,1070,9550,There's been another addition to our region—radio telescopes. These astronomical tools aren't just for studying celestial objects; they can also help us assess our water EM radiation levels.,CONTRACTS
US_12_01_WATER_PROBE_CONTRACT,Water Monitoring,_CONTRACTS,US_12,North Carolina,cargoDelivery,1× Sensory Buoy; 1× Sensory Buoy; 1× Sensory Buoy,570,5800,"Finally, a one-of-a-kind job! We need to pick up some data buoys—they're the latest thing in marine research tech. They need to be dropped off at the specified aquatic locations.",CONTRACTS
US_12_01_SCIENTIFIC_INTELLIGENCE_CONTRACT,More Towers,_CONTRACTS,US_12,North Carolina,exploration,,350,6000,"What were we doing in an off-road vehicle, you ask? Looking for a spot for yet another weather tower, of course! But since landslides are a concern, we should check a seismic vibrator.",CONTRACTS
US_12_01_SCIENTIFIC_CONTINUED_TASK,On Our Radar,_TASKS,US_12,North Carolina,truckDelivery,,510,5950,"That's right, we can't waste a good hill and NOT build something on top of it. This one's easy—just grab a radar trailer and bring it to the specified location.",TASKS
US_12_01_LEFT_LOAD_TASK,Running on Empty,_TASKS,US_12,North Carolina,truckDelivery,4× Bags,720,5750,"So we dispatched an order to another factory, but the truck set out with an empty tank, somehow. Needless to say, it didn't get far before it ran out of gas on the highway. Can you get the goods to their destination?",TASKS
US_12_01_CAR_SWAMP_TASK,Beached,_TASKS,US_12,North Carolina,truckDelivery,,350,3800,"Hey, man! My car died on me right when I was hauling a fully-stocked trailer. Could you tow it to the other shore for me? I'd be much obliged!",TASKS
US_12_01_CAR_TRANSFORM_TASK,Safety Net,_TASKS,US_12,North Carolina,truckDelivery,,310,3800,"Hey friend, I need some help. We forgot a bunch of spare parts—could you get the trailer carrying them to the transformer yard on the other shore? It has the tools we really need, too.",TASKS
US_12_01_PRIVATE_ORDER_TASK,Private Order,_TASKS,US_12,North Carolina,cargoDelivery,4× Forklift Caravan Container 2,1300,10100,"As you probably know, we're building a highway that's supposed to connect the two shores. We need some extra supplies and workers' cabins brought over to the other side. I heard you might be able to do the latter for us.",TASKS
US_12_01_SPARE_PARTS_TASK,Spare Parts,_TASKS,US_12,North Carolina,cargoDelivery,4× Vehicles Spare Parts,320,3550,"I can't get a hold of my logistics guy for some reason, and there's a shipment of all kinds of car parts waiting for us at the port. Could I trouble you to do the job and get that shipment to me?",TASKS
US_12_01_DELIVERY,Literally on a Timer,_CONTESTS,US_12,North Carolina,cargoDelivery,1× Radioctive,100,550,"One of our researchers left without this order. Please deliver it as quickly as you can. Hurrying won't be enough, you'll practically need to teleport!",CONTESTS
US_12_01_TRIAL,Old Road,_CONTESTS,US_12,North Carolina,exploration,,120,700,"Unfortunately, there's not much to clean on this route nowadays, and we aren't even sure if we even need to. With that in mind, what do you say to driving the route as fast as you can? Are you willing to accept the risks?",CONTESTS
US_12_02_ENGINEERING_WORKS_CONTRACT,Electricity in the Air,_CONTRACTS,US_12,North Carolina,truckDelivery,2× Service Spare Parts; 2× Service Spare Parts,1390,15550,"HELP! Our wind farm substation just croaked, along with a couple of turbines. We need to do some maintenance to get the farm running again. We're expecting some supplies and a trailer, but it's nowhere to be seen...",CONTRACTS
US_12_02_STATOR_FOR_START_CONTRACT,You Spin Me Right 'Round,_CONTRACTS,US_12,North Carolina,truckDelivery,,1050,14950,"The turbo generator stator is the heaviest piece of equipment at the power plant. They can't start the reactor without it, but the transportation requirements are really strict. Good luck out there—you're gonna need it.",CONTRACTS
US_12_02_DELIVERY_TOOLS_CONTRACT,Packing Nightmare,_CONTRACTS,US_12,North Carolina,truckDelivery,2× Vehicles Spare Parts,880,9650,One of the hydrology field camps needs some extra supplies right away. Looks like a logistics error—the guys forgot some things they needed.,CONTRACTS
US_12_02_FEMM_DELIVERY_CONTRACT,Abandoned Giant,_CONTRACTS,US_12,North Carolina,truckDelivery,,350,3500,"One of the workers building the highway got drunk and left a vehicle idling at the construction site. It ran out of gas, and no one's been able to move it since. I say we get it out of there—it just might come in handy.",CONTRACTS
US_12_02_LARGE_DELIVERY_CONTRACT,Backlog,_CONTRACTS,US_12,North Carolina,cargoDelivery,2× Logs Short; 4× Logs Medium; 1× Logs Long,2700,32600,"While the sawmill was idle, our backlog got so bad, we almost went through our entire log supply. Another delivery isn't scheduled for a while yet, but you've got some free time on your hands, so I bet you can handle it.",CONTRACTS
US_12_02_PUMPS_DELIVERY_CONTRACT,Static Pressure,_CONTRACTS,US_12,North Carolina,cargoDelivery,4× Npp Pump,2590,28350,The list of special deliveries for our power plant also includes multistage pumps—they're the last things we need to put our turbine hall into operation. Please be extra careful with them.,CONTRACTS
US_12_02_START_WORK_CONTRACT,"There's Prep, and Then There's Prep",_CONTRACTS,US_12,North Carolina,cargoDelivery,4× Metal Planks; 2× Metal Roll; 4× Bags,2810,23900,"And that's our nuclear power plant, the crown jewel of the energy industry! Impressive, right? We're mostly done with construction—just a couple of urgent deliveries left to make. Let's start with something easy.",CONTRACTS
US_12_02_HELP_SUN_CONTRACT,Soaking Up the Sun,_CONTRACTS,US_12,North Carolina,cargoDelivery,6× Solar Panel,1730,19950,"We take to any kind of power source like ducks to water, but when it comes to protecting the environment, solar power is hands-down the best! We've got nearly all the panels in place—just one more shipment to go.",CONTRACTS
US_12_02_WATER_FOR_THE_NEED_CONTRACT,Running Dry 1,_CONTRACTS,US_12,North Carolina,cargoDelivery,2700× Water; 1900× Water; 1800× Water,2370,17550,"We usually have a rainy spell this time of the year, but this time, something's gone wrong. Why don't we have an irrigation system? Good question... but let's not go there, okay? Let's just deal with this for now.",CONTRACTS
US_12_02_ATOM_CONTRACT,Monumental Science,_CONTRACTS,US_12,North Carolina,cargoDelivery,2× Bags; 2× Metal Planks; 3× Metal Roll,1910,16500,The authorities thought we should capitalize on this place's reputation as the nuclear power hub of the future and build a monument in the town closest to the power station. Can we count on you to deliver the supplies?,CONTRACTS
US_12_02_SAWMILL_REPAIR_CONTRACT,All Boarded Up,_CONTRACTS,US_12,North Carolina,cargoDelivery,2× Service Spare Parts; 2× Metal Planks; 4× Metal Roll,1800,15450,"Unfortunately, we've been shut down by a malfunction at the sawmill. Wood is an essential construction material for the plant, its units, and other things. We need you to deliver the parts to the sawmill on the double.",CONTRACTS
US_12_02_RESOURCES_DELIVERY_CONTRACT,Testing the Waters,_CONTRACTS,US_12,North Carolina,cargoDelivery,2× Wooden Planks Medium; 3× Wooden Planks; 2× Vehicles Spare Parts,1180,13450,"We're doing a lot of work here, so testing our water seemed like a good idea. Our experts have set up camps in appropriate places, but now we need some additional supplies. That's where you come in.",CONTRACTS
US_12_02_RESTORATION_OF_RAILWAY_CONTRACT,Derailed 2,_CONTRACTS,US_12,North Carolina,cargoDelivery,2× Wooden Planks Medium; 1× Railway,1140,13150,"Railroad trouble is one of the reasons we're behind schedule with this building. One section has to be replaced, and another has a pile of rocks blocking the way. Things will speed up once you deal with these issues.",CONTRACTS
US_12_02_BOILER_FOR_FARM_TASK,Boiling Hot,_TASKS,US_12,North Carolina,truckDelivery,1× Boiler,1260,13700,"We've got a major order, and I think you should take it now that the trains are running again. Some fat cat needs a big new boiler for the ranch he's just bought and wants to remodel.",TASKS
US_12_02_DANGEROUS_BEND_TASK,A Close Miss,_TASKS,US_12,North Carolina,truckDelivery,1× Pipe Large,1070,6550,"Believe it or not, we almost made it to the power plant when our rig's rear wheels lost traction, the trailer ripped out of the coupling and sent the cargo flying into the river. We need everything back—can you do that?",TASKS
US_12_02_SAD_RIDE_TASK,Turn 14,_TASKS,US_12,North Carolina,truckDelivery,,460,4950,"Some guys from Tennessee organized a swamp race in these parts—kind of like a rally. But one of the contestants dropped out early, and his stalled car blocked a prizewinner. Let's get it out of the way, okay?",TASKS
US_12_02_FALL_FROM_BRIDGE_TASK,Off-Balance,_TASKS,US_12,North Carolina,truckDelivery,,450,4400,"I messed up when crossing a bridge so bad that my car got flipped on its side. I'm fine other than a couple of bruises, but the car... Anyway, I'd really appreciate it if you towed it back to me.",TASKS
US_12_02_NIGHT_ERROR_TASK,Hopeless Romantics,_TASKS,US_12,North Carolina,truckDelivery,,410,3750,"So, I decided to take my girlfriend out somewhere nice at night—got her flowers and all that jazz. But the car got stuck along the way! All my romantic plans fell through, and I had to ditch the car, too. Fetch it for me, will you?",TASKS
US_12_02_REPAIR_TRAILER_TASK,Founders Keepers,_TASKS,US_12,North Carolina,truckDelivery,,350,3050,"So, my car broke down, and I called a local mechanic for help. He is... an interesting character, because he picked the most convoluted way to get to me and ended up stuck, naturally. Could you get his trailer out?",TASKS
US_12_02_STUCK_MUD_TASK,A Little Favor,_TASKS,US_12,North Carolina,truckDelivery,,340,2850,"So, our wind turbines broke down, but when we tried to fix them using our own resources, my trailer with all the tools got stuck. Our help's not needed anymore, but I'd still like to get my trailer back, you know. Could you retrieve it?",TASKS
US_12_02_HELPING_NEIGHBORS_TASK,Helping the Neighbors,_TASKS,US_12,North Carolina,cargoDelivery,2× Wooden Planks Medium; 3× Wooden Planks; 1× Wooden Planks Long; 2× Wooden Planks,1060,11600,"Like we said before, there's a huge backlog of wood orders. Some locals have been waiting forever—could you do us a favor and deliver a bunch of planks to these locations?",TASKS
US_12_02_BLOCK_ON_THE_ROAD_TASK,Another Roadblock,_TASKS,US_12,North Carolina,cargoDelivery,2× Wooden Planks Medium,460,5600,"As you probably know, the whole region is tectonically active, so we've got roadblocks left, right, and center here. This one in particular has cut us off from the NPP construction site. We need that road clear, stat!",TASKS
US_12_02_RESCUE_WORKSHOP_TASK,Free Repairs,_TASKS,US_12,North Carolina,cargoDelivery,2× Service Spare Parts,450,5150,We need some tools and spare parts to keep everything running like a well-oiled machine. Could you help us out? We'll owe you one!,TASKS
US_12_02_BEST_FOR_NPP_TASK,Lost Shipment,_TASKS,US_12,North Carolina,cargoDelivery,2× Container Small Special,540,4500,"We had to take a different route because of all the recent roadblocks, but we were NOT ready for it, and all the shipping containers ended up scattered. They're full of electronics for the power plant! Will you help us?",TASKS
US_12_02_FALLEN_HAY_TASK,Hay Day,_TASKS,US_12,North Carolina,cargoDelivery,3× Stack,390,2900,"We needed to move some hay between ranches, but, of course, the road we picked was trash, so some of the hay is still decorating the hills by the river. Could you gather it back up for us?",TASKS
US_12_02_MUD_TRACK_CONTEST,Swamp Rally,_CONTESTS,US_12,North Carolina,exploration,,120,1600,"That's right, we ARE those Tennessee guys! We decided to set us up a little swamp race to see who's the best driver 'round these parts. Lots of people have already signed up—it's gonna be great! So how about it? Wanna give it a try?",CONTESTS
US_12_02_MOUNTAIN_RIDE_CONTEST,Secret Race,_CONTESTS,US_12,North Carolina,exploration,,140,1400,"Psst, it's the Tennessee guys again! So we're holding another race, but there's a catch. We don't have the official go-ahead for this one! Are you ready to risk it all and zip along a crazy dangerous mountain track?",CONTESTS
US_12_03_COOLING_TOWERS_01_CONTRACT,Two Towers 1,_CONTRACTS,US_12,North Carolina,cargoDelivery,2× Blocks; 2× Pipes Small; 1× Container Large,1790,17450,"Another important part of a nuclear plant is the cooling towers. They remove heat from the circulating water used in the plant. They're big in every sense of the word, so your cargo will be too. Think you can handle it?",CONTRACTS
US_12_03_CONSTRUCTION_BRIDGE_01_CONTRACT,Split Loop 1,_CONTRACTS,US_12,North Carolina,cargoDelivery,1× Metal Planks; 2× Blocks,1020,10650,"We've decided to revamp our cooling circuit a bit by adding a couple of bridges over the waterways. It's more of the usual—just bring us some metal and concrete to work with, and we'll get the job done.",CONTRACTS
US_12_03_CONSTRUCTION_WATCHPOINT_01_CONTRACT,The All-Seeing Eye,_CONTRACTS,US_12,North Carolina,cargoDelivery,1× Wooden Planks; 1× Service Spare Parts,620,6400,"The old watchtower on the island is a real relic of the past. But despite the fact that it could collapse at any moment, it's kind of a local landmark. We need to fix it up ASAP!",CONTRACTS
US_12_03_CONSTRUCTION_GARAGE_01_CONTRACT,Fix My Ride,_CONTRACTS,US_12,North Carolina,cargoDelivery,4× Metal Roll,690,5950,"In addition to the garage, we also need somewhere we can park our cars and provide all kinds of repair services. As you can see, construction is in full swing—we just need you to deliver some supplies...",CONTRACTS
US_12_03_SCOUT_01_TSK,Cliffhanger,_TASKS,US_12,North Carolina,truckDelivery,,700,8450,"So there my family and I were, having a great time outdoors on our picnic, when I noticed my car rolling towards the cliff's edge. Somehow, it didn't fall, but it's hanging on by a thread. Can you get it out for me?",TASKS
US_12_03_TRAILER_PARK_01_TSK,Refueling,_TASKS,US_12,North Carolina,truckDelivery,,630,7200,"Believe it or not, some delinquents have siphoned all the gas from our cars! How the hell are we supposed to get around now?! The factory's management is willing to provide us with fuel, but we need you to get it here.",TASKS
US_12_03_REPAIR_TOWER_01_TSK,Towering Issues,_TASKS,US_12,North Carolina,truckDelivery,,630,7200,"Mayday, mayday! We've been having issues with operating electronics due to bad reception. Could you help us fix the comms tower?",TASKS
US_12_03_TRAILER_01_TSK,The Essentials,_TASKS,US_12,North Carolina,truckDelivery,,560,6050,"We were coming back from a delivery when our vehicle got stuck in some mud. They were able to tow the car, but the semi-trailer is still hanging out there. Could you please get it back for us?",TASKS
US_12_03_SCOUT_TRAILER_01_TSK,Dinner is Served,_TASKS,US_12,North Carolina,truckDelivery,,540,5600,"The local retreat ran out of some groceries—right when they had updated their menu and were receiving guests, too! We got the order, you understand, and now the packages need to be delivered.",TASKS
US_12_03_TRUCK_01_TSK,Somewhere on the Coast,_TASKS,US_12,North Carolina,truckDelivery,,470,4800,"I was always told I was a natural driver. So, I always drove on our roads without thinking about what I was doing, and now I've paid the price for my hubris. Could you please help me, poor driver?",TASKS
US_12_03_WATER_HOUSE_01_TSK,Living on the Outskirts 1,_TASKS,US_12,North Carolina,cargoDelivery,1300× Water,1190,10550,"Some people choose to build their homes really out of the way, and plumbing can pose a bit of an issue out there. Could you help us deliver some water to this location?",TASKS
US_12_03_ECO_ORDER_01_TSK,Diving for Treasure,_TASKS,US_12,North Carolina,cargoDelivery,2× Service Spare Parts Special,560,6400,The issues at the port a while ago caused one of the ships to crash after being unable to dock properly. We've learned it was carrying some pretty valuable cargo—could you check if there's anything worth salvaging?,TASKS
US_12_03_FISHERS_01_TSK,The Fish Aren't Biting!,_TASKS,US_12,North Carolina,cargoDelivery,1× Service Spare Parts,360,4250,"I know this ain't no fishing festival, but we're still in need. Tools to repair this thing, more specifically. It shouldn't take long—will you do it?",TASKS
US_12_03_CONT_RACE_01,What is it?,_CONTESTS,US_12,North Carolina,exploration,,50,1200,"We know the condition of routes emanating from the asphalt road in excruciating detail, but we don't know the condition of this particular road. Can you give your professional opinion?",CONTESTS
US_12_03_COOLING_TOWERS_02_CONTRACT,Two Towers 2,_CONTRACTS,US_12,North Carolina,cargoDelivery,2× Concrete Slab; 2× Container Small; 2× Metal Planks,2190,18950,"Time to get the second one up and running. Is this water radioactive, you ask? Not at all! The radioactive water heated by the core runs through a separate circuit, heating and vaporizing water in the other one. Got it?",CONTRACTS
US_12_03_CONSTRUCTION_BRIDGE_02_CONTRACT,Split Loop 2,_CONTRACTS,US_12,North Carolina,cargoDelivery,1× Metal Planks; 2× Blocks,1020,10500,"We've got two waterways, which means we need two bridges. We could just drive around the whole thing, but why not make our lives easier if we've got the funds? Hey, did your eyes just turn into dollar signs for a second?",CONTRACTS
US_12_03_CONSTRUCTION_GARAGE_02_CONTRACT,Pimp My Ride,_CONTRACTS,US_12,North Carolina,cargoDelivery,4× Bags; 2× Service Spare Parts,950,7950,"Think about it. Small town—check! Big construction site—check! Old and new vehicles in need of maintenance—check! I could go on, but you get the point. We need the whole package for our garage!",CONTRACTS
US_12_03_SCOUT_TRAILER_02_TSK,Old Barn,_TASKS,US_12,North Carolina,truckDelivery,,610,7250,"Our old barn has been completely overgrown with weeds, and as to what happens inside, well, it's better not to know. That why it's time to clear away this rubbish. That's where you come in.",TASKS
US_12_03_SCOUT_02_TSK,Empty Garage,_TASKS,US_12,North Carolina,truckDelivery,,510,5150,"Hey! I was driving this little truck along the coast and got stuck. Well, I was the one who chose the road! Could you help me tow it out?",TASKS
US_12_03_WATER_HOUSE_02_TSK,Living on the Outskirts 2,_TASKS,US_12,North Carolina,cargoDelivery,1500× Water,1250,11650,"We've got another remote residence cut off from the water supply. Please fill up your tank and hurry over there before they file a complaint! Yeah, I know, we messed up, but we'll compensate you for the trouble.",TASKS
US_12_03_CONT_RACE_02,Hardships along the Way,_CONTESTS,US_12,North Carolina,exploration,,80,1400,"Forest rangers are having difficulty reaching observation towers. We need to perform a quality assessment of the coastal roads. So, drive along this route with your knowledge and a timer.",CONTESTS
US_12_03_REPAIR_CRANE_CONTRACT,Reloading,_CONTRACTS,US_12,North Carolina,truckDelivery,,510,5400,"As you might have heard, we had an incident at the port: it's flooded. No worries though, we've got a clean-up crew on it and we're still accepting shipments. The only real issue is one of the cranes...",CONTRACTS
US_12_03_FARM_WATER_CONTRACT,Running Dry 2,_CONTRACTS,US_12,North Carolina,cargoDelivery,2700× Water; 1500× Water; 1500× Water,2300,18250,"Didn't we have a conversation about dry “rainy” seasons before? I think you said something about irrigation systems... anyway, please fill those water tanks. The farmers are counting on you.",CONTRACTS
US_12_03_TRAILER_SHOP_CONTRACT,"Dude, Where's My Trailer?",_CONTRACTS,US_12,North Carolina,cargoDelivery,2× Metal Roll; 1× Metal Planks; 2× Vehicles Spare Parts,1030,10150,"So you're saying the trailer parking lot needs to be right by the garage? That'd definitely be convenient, but this is a job from a corporate client, and as far as I know you'll be able to buy those trailers later on.",CONTRACTS
US_12_03_REPAIR_DAM_CONTRACT,Going with the Flow,_CONTRACTS,US_12,North Carolina,cargoDelivery,1× Container Small; 1× Container Small,790,7700,"We've got a problem. The dam is fine, but because of certain internal malfunctions, water is no longer being pumped into the tanks. This has to be fixed right away, since the guys in town need tons of water right now.",CONTRACTS
US_12_03_BUNKER_ORDER_CONTRACT,Lost and Found,_CONTRACTS,US_12,North Carolina,cargoDelivery,2× Rubbish,780,7500,"They're shutting down the nearby mine until all the power plant units are built. The workers were in such a hurry to go home, they forgot to clear the mines properly. We are talking a couple of containers of waste. You know where I'm going with this?",CONTRACTS
US_12_03_SEISMO_CHECK_CONTRACT,Scanning the Area,_CONTRACTS,US_12,North Carolina,exploration,,360,6200,"Taking into account the large number of landslides and low-magnitude earthquakes, we'd like you to test some areas for seismic activity. It's especially important because of the mine and the people working in it.",CONTRACTS
US_12_03_TRAILER_ENERGY_TSK,Short Circuit,_TASKS,US_12,North Carolina,truckDelivery,,520,5600,"The flood didn't just damage the loading docks—our power unit took a hit, too. We urgently need an independent power supply. Luckily, the closest logistics center has one available.",TASKS
US_12_04_FESTIVAL_PREPARING_01_TASK,Fishing Festival 1,_TASKS,US_12,North Carolina,cargoDelivery,2× Logs Short; 1× Service Spare Parts,570,6600,"We're almost done getting ready for the annual fishing festival, but we still need some supplies to fix the old boats. Do you think you'll be able to get them here on time?",TASKS
US_12_04_FESTIVAL_PREPARING_02_TASK,Fishing Festival 2,_TASKS,US_12,North Carolina,truckDelivery,2× Cellulose,970,11750,"Yup, yup, put that right here. Oh, there you are! You've been a huge help, but could you do me another favor? I need my trailer and a bunch of scrap paper brought over from the observatory. Gonna make us a bonfire!",TASKS
